Store ID,Store Name,Store Size,Region/Zone,Product_id,Category,Location,Purchase Amount (USD),Promo_code,Discount,Date,Previous Purchases,Age,Gender,Review Rating,Customer_ID,Year,Month,Season,Hour,Day_of_Week,Week_of_Year,Quarter,Is_Weekend,Age_bins,Recency,Frequency,Monetary
1822.0,Store_1822,Small,East,57.0,Footwear,"California, Coastal",311.653,1.0,5.0,2024-10-05 20:29:11,17.0,45,Female,3.0,227.0,2024,10,Autumn,20,Saturday,40,4,True,Adult,457,15,4743.31
1523.0,Store_1523,Medium,North,51.0,Footwear,"Texas, Urban",61.578,0.0,30.0,2022-10-28 13:45:41,9.0,35,Male,3.0,340.0,2022,10,Autumn,13,Friday,43,4,False,Young Adult,1165,16,4923.82
1210.0,Store_1210,Medium,East,66.0,Accessories,"Illinois, Suburban",528.45,0.0,15.0,2021-04-15 00:52:34,7.0,35,Female,4.0,56.0,2021,4,Spring,0,Thursday,15,2,False,Young Adult,1726,25,9446.01
1243.0,Store_1243,Large,North,30.0,Electronics,"Florida, Coastal",613.285,1.0,0.0,2021-10-05 14:23:46,15.0,25,Female,3.0,448.0,2021,10,Autumn,14,Tuesday,40,4,False,Young Adult,1553,24,8764.19
1238.0,Store_1238,Small,West,58.0,Footwear,"Illinois, Urban",440.847,0.0,15.0,2023-08-09 15:46:52,10.0,25,Female,1.0,232.0,2023,8,Summer,15,Wednesday,32,3,False,Young Adult,880,25,6743.02
1196.0,Store_1196,Large,East,54.0,Footwear,"Florida, Suburban",358.2369468421053,0.0,0.0,2023-12-18 00:44:34,7.0,35,Female,3.3130434782608695,315.0,2023,12,Winter,0,Monday,51,4,False,Young Adult,749,15,4290.08
1768.0,Store_1768,Medium,East,4.0,Clothing,"Florida, Suburban",358.2369468421053,0.0,0.0,2021-09-04 21:38:19,16.0,35,Female,3.3130434782608695,326.0,2021,9,Autumn,21,Saturday,35,3,True,Young Adult,1584,18,6097.08
1234.0,Store_1234,Medium,South,13.0,Clothing,"New York, Downtown",502.22399999999993,0.0,10.0,2025-12-14 02:19:11,5.0,18,Female,3.0,310.0,2025,12,Winter,2,Sunday,50,4,True,Child,22,19,6096.94
1186.0,Store_1186,Large,North,21.0,Electronics,"California, Suburban",641.115,0.0,15.0,2021-02-22 06:50:39,11.0,45,Female,3.0,343.0,2021,2,Winter,6,Monday,8,1,False,Adult,1778,25,7859.32
1712.0,Store_1712,Large,East,60.0,Footwear,"Illinois, Rural",164.85700000000003,0.0,20.0,2023-03-22 18:24:31,5.0,35,Female,1.0,58.0,2023,3,Spring,18,Wednesday,12,1,False,Young Adult,1020,22,8221.17
1614.0,Store_1614,Large,South,42.0,Footwear,"Florida, Suburban",270.237,0.0,25.0,2023-04-29 20:37:23,15.0,25,Female,4.0,497.0,2023,4,Spring,20,Saturday,17,2,True,Young Adult,982,20,7958.73
1289.0,Store_1289,Medium,South,3.0,Clothing,"Illinois, Urban",141.34,1.0,5.0,2025-01-27 08:51:50,6.0,35,Male,4.0,152.0,2025,1,Winter,8,Monday,5,1,False,Young Adult,343,19,5856.76
1220.0,Store_1220,Large,West,60.0,Footwear,"Illinois, Rural",148.87400000000002,0.0,15.0,2021-10-29 04:56:54,8.0,45,Male,3.0,181.0,2021,10,Autumn,4,Friday,43,4,False,Adult,1529,23,6772.22
1496.0,Store_1496,Medium,East,63.0,Accessories,"Florida, Urban",165.217,0.0,15.0,2020-02-22 04:10:46,7.0,35,Female,3.0,107.0,2020,2,Winter,4,Saturday,8,1,True,Young Adult,2144,17,5092.22
1495.0,Store_1495,Medium,North,6.0,Clothing,"Texas, Urban",498.24,0.0,15.0,2025-03-05 12:22:59,12.0,25,Male,5.0,50.0,2025,3,Spring,12,Wednesday,10,1,False,Young Adult,306,14,4778.72
1879.0,Store_1879,Medium,East,27.0,Electronics,"California, Urban",209.35,1.0,20.0,2024-02-28 16:07:23,7.0,35,Male,4.0,361.0,2024,2,Winter,16,Wednesday,9,1,False,Young Adult,677,17,5314.66
1301.0,Store_1301,Small,East,11.0,Clothing,"California, Suburban",343.228,1.0,20.0,2024-05-21 19:10:44,10.0,35,Female,5.0,60.0,2024,5,Spring,19,Tuesday,21,2,False,Young Adult,594,25,7789.83
1449.0,Store_1449,Medium,North,37.0,Electronics,"New York, Suburban",572.335,1.0,20.0,2021-01-16 15:59:54,12.0,18,Male,3.0,5.0,2021,1,Winter,15,Saturday,2,1,True,Child,1815,18,6200.22
1914.0,Store_1914,Large,South,19.0,Clothing,"New York, Downtown",29.052,0.0,0.0,2023-06-18 14:57:43,4.0,35,Female,3.0,350.0,2023,6,Summer,14,Sunday,24,2,True,Young Adult,932,23,7323.0
1411.0,Store_1411,Medium,East,72.0,Accessories,"California, Suburban",316.05600000000004,0.0,15.0,2020-08-25 03:39:02,9.0,35,Male,4.0,233.0,2020,8,Summer,3,Tuesday,35,3,False,Young Adult,1959,24,8234.43
1610.0,Store_1610,Large,North,61.0,Accessories,"Texas, Suburban",199.394,0.0,0.0,2023-10-08 06:20:57,13.0,65,Male,4.0,282.0,2023,10,Autumn,6,Sunday,40,4,True,Senior,820,19,6350.04
1935.0,Store_1935,Large,North,1.0,Clothing,"California, Suburban",502.38,0.0,25.0,2024-12-03 22:01:36,13.0,18,Female,2.0,386.0,2024,12,Winter,22,Tuesday,49,4,False,Child,398,17,6634.7
1244.0,Store_1244,Large,East,78.0,Accessories,"California, Suburban",36.413,0.0,15.0,2024-12-26 07:53:28,10.0,65,Male,4.0,5.0,2024,12,Winter,7,Thursday,52,4,False,Senior,375,18,6200.22
1312.0,Store_1312,Small,East,70.0,Accessories,"California, Coastal",144.859,0.0,0.0,2023-02-19 05:04:45,8.0,55,Female,3.0,149.0,2023,2,Winter,5,Sunday,7,1,True,Adult,1051,17,5538.87
1818.0,Store_1818,Large,West,80.0,Accessories,"California, Coastal",214.136,0.0,15.0,2025-11-19 00:58:56,16.0,45,Male,2.0,175.0,2025,11,Autumn,0,Wednesday,47,4,False,Adult,47,18,6511.72
1495.0,Store_1495,Large,East,23.0,Electronics,"Texas, Rural",82.21000000000001,1.0,20.0,2022-12-28 18:17:11,7.0,45,Female,4.0,406.0,2022,12,Winter,18,Wednesday,52,4,False,Adult,1104,18,6406.57
1021.0,Store_1021,Large,West,74.0,Accessories,"New York, Suburban",274.875,1.0,5.0,2022-04-29 03:45:17,14.0,45,Female,3.0,445.0,2022,4,Spring,3,Friday,17,2,False,Adult,1347,22,6300.3
1067.0,Store_1067,Large,South,68.0,Accessories,"Illinois, Suburban",496.785,1.0,10.0,2025-06-26 14:52:32,8.0,55,Female,3.0,443.0,2025,6,Summer,14,Thursday,26,2,False,Adult,193,18,6125.83
1391.0,Store_1391,Large,East,76.0,Accessories,"New York, Downtown",148.239,0.0,10.0,2025-04-11 21:25:36,7.0,35,Female,2.0,238.0,2025,4,Spring,21,Friday,15,2,False,Young Adult,269,19,5974.79
1315.0,Store_1315,Large,North,38.0,Electronics,"New York, Suburban",579.535,1.0,10.0,2020-04-03 10:10:17,12.0,45,Female,2.0,481.0,2020,4,Spring,10,Friday,14,2,False,Adult,2103,16,4616.45
1064.0,Store_1064,Large,South,9.0,Clothing,"Illinois, Rural",323.064,0.0,15.0,2024-10-31 08:18:25,6.0,35,Male,3.0,247.0,2024,10,Autumn,8,Thursday,44,4,False,Young Adult,431,25,8172.2
1803.0,Store_1803,Large,East,44.0,Footwear,"California, Coastal",196.801,0.0,0.0,2024-08-10 08:00:34,12.0,45,Male,3.0,379.0,2024,8,Summer,8,Saturday,32,3,True,Adult,513,17,6228.4
1966.0,Store_1966,Large,East,61.0,Accessories,"Texas, Suburban",247.92300000000003,0.0,20.0,2023-01-02 20:52:25,13.0,35,Male,5.0,450.0,2023,1,Winter,20,Monday,1,1,False,Young Adult,1099,18,5374.01
1728.0,Store_1728,Large,East,14.0,Clothing,"Texas, Rural",90.388,1.0,10.0,2021-02-06 01:21:46,15.0,25,Male,2.0,254.0,2021,2,Winter,1,Saturday,5,1,True,Young Adult,1794,12,4137.92
1540.0,Store_1540,Large,South,71.0,Accessories,"New York, Suburban",172.107,0.0,20.0,2024-07-23 23:53:55,10.0,65,Female,2.0,423.0,2024,7,Summer,23,Tuesday,30,3,False,Senior,530,26,7500.68
1704.0,Store_1704,Small,South,24.0,Electronics,"Illinois, Suburban",552.45,0.0,25.0,2023-09-03 20:40:47,15.0,25,Male,4.0,412.0,2023,9,Autumn,20,Sunday,35,3,True,Young Adult,855,23,6366.76
1567.0,Store_1567,Large,North,16.0,Clothing,"Florida, Coastal",519.3,0.0,15.0,2025-05-25 15:11:12,10.0,18,Female,3.0,245.0,2025,5,Spring,15,Sunday,21,2,True,Child,225,25,7501.86
1849.0,Store_1849,Medium,East,29.0,Electronics,"California, Suburban",220.21,1.0,15.0,2021-03-04 16:21:58,10.0,45,Female,3.0,487.0,2021,3,Spring,16,Thursday,9,1,False,Adult,1768,24,8443.56
1899.0,Store_1899,Medium,North,74.0,Accessories,"New York, Industrial",397.985,1.0,15.0,2024-12-08 00:34:57,9.0,65,Female,2.0,120.0,2024,12,Winter,0,Sunday,49,4,True,Senior,393,20,5867.76
1211.0,Store_1211,Small,South,66.0,Accessories,"Texas, Suburban",45.126,1.0,0.0,2022-04-03 10:11:20,16.0,55,Male,2.0,154.0,2022,4,Spring,10,Sunday,13,2,True,Adult,1373,20,6371.56
1749.0,Store_1749,Medium,East,22.0,Electronics,"Illinois, Rural",71.895,0.0,25.0,2024-06-27 18:02:59,8.0,18,Male,5.0,497.0,2024,6,Summer,18,Thursday,26,2,False,Child,557,20,7958.73
1986.0,Store_1986,Medium,North,40.0,Electronics,"New York, Industrial",683.9350000000001,1.0,5.0,2023-07-24 01:15:12,8.0,45,Male,3.0,328.0,2023,7,Summer,1,Monday,30,3,False,Adult,896,20,6860.62
1177.0,Store_1177,Large,East,79.0,Accessories,"Florida, Coastal",64.779,0.0,5.0,2023-03-30 09:53:38,11.0,35,Female,4.0,489.0,2023,3,Spring,9,Thursday,13,1,False,Young Adult,1012,25,6783.31
1422.0,Store_1422,Small,South,27.0,Electronics,"Texas, Urban",629.41,1.0,0.0,2024-05-09 01:57:42,15.0,45,Female,5.0,140.0,2024,5,Spring,1,Thursday,19,2,False,Adult,606,17,6793.04
1664.0,Store_1664,Large,East,25.0,Electronics,"Florida, Suburban",623.955,0.0,30.0,2021-08-14 20:47:20,5.0,25,Female,2.0,190.0,2021,8,Summer,20,Saturday,32,3,True,Young Adult,1605,22,7555.91
1461.0,Store_1461,Medium,South,43.0,Footwear,"Illinois, Rural",503.38200000000006,0.0,0.0,2022-10-23 13:53:58,6.0,35,Female,3.0,363.0,2022,10,Autumn,13,Sunday,42,4,True,Young Adult,1170,22,8572.48
1043.0,Store_1043,Medium,East,55.0,Footwear,"California, Suburban",93.511,0.0,15.0,2025-11-04 03:54:46,12.0,25,Female,4.0,337.0,2025,11,Autumn,3,Tuesday,45,4,False,Young Adult,62,26,9313.21
1430.0,Store_1430,Medium,West,24.0,Electronics,"Texas, Rural",133.21,1.0,10.0,2024-01-09 01:42:38,2.0,45,Female,3.0,314.0,2024,1,Winter,1,Tuesday,2,1,False,Adult,727,27,8566.24
1167.0,Store_1167,Medium,West,25.0,Electronics,"Texas, Rural",696.03,0.0,25.0,2022-10-30 21:22:44,18.0,18,Male,4.0,423.0,2022,10,Autumn,21,Sunday,43,4,True,Child,1163,26,7500.68
1286.0,Store_1286,Medium,East,4.0,Clothing,"Florida, Urban",189.24,0.0,15.0,2021-06-27 16:37:29,9.0,25,Male,3.0,124.0,2021,6,Summer,16,Sunday,25,2,True,Young Adult,1653,15,5357.39
1708.0,Store_1708,Large,South,63.0,Accessories,"New York, Suburban",314.08,0.0,25.0,2020-11-28 18:51:39,17.0,65,Female,1.0,172.0,2020,11,Autumn,18,Saturday,48,4,True,Senior,1864,11,4406.6
1336.0,Store_1336,Large,South,42.0,Footwear,"Illinois, Suburban",185.098,1.0,25.0,2021-04-11 07:22:25,9.0,45,Male,5.0,462.0,2021,4,Spring,7,Sunday,14,2,True,Adult,1730,26,10062.27
1585.0,Store_1585,Medium,South,5.0,Clothing,"Florida, Suburban",452.604,0.0,15.0,2025-01-04 00:44:28,7.0,25,Female,4.0,365.0,2025,1,Winter,0,Saturday,1,1,True,Young Adult,366,18,5582.01
1170.0,Store_1170,Large,South,38.0,Electronics,"California, Urban",170.145,0.0,10.0,2020-10-21 01:12:44,6.0,35,Male,5.0,438.0,2020,10,Autumn,1,Wednesday,43,4,False,Young Adult,1902,20,6257.61
1891.0,Store_1891,Small,North,62.0,Accessories,"California, Suburban",337.75600000000003,1.0,10.0,2025-02-11 07:26:10,7.0,45,Female,4.0,33.0,2025,2,Winter,7,Tuesday,7,1,False,Adult,328,17,4212.03
1182.0,Store_1182,Medium,North,15.0,Clothing,"California, Coastal",512.076,0.0,15.0,2020-01-16 10:53:36,10.0,25,Male,4.0,389.0,2020,1,Winter,10,Thursday,3,1,False,Young Adult,2181,22,7329.06
1015.0,Store_1015,Large,East,58.0,Footwear,"Florida, Urban",519.09,0.0,15.0,2023-07-15 07:45:26,6.0,45,Male,2.0,446.0,2023,7,Summer,7,Saturday,28,3,True,Adult,905,17,5931.02
1495.0,Store_1495,Small,South,18.0,Clothing,"Illinois, Suburban",229.408,1.0,0.0,2022-10-26 09:04:14,7.0,18,Female,1.0,357.0,2022,10,Autumn,9,Wednesday,43,4,False,Child,1167,19,6834.46
1579.0,Store_1579,Small,East,48.0,Footwear,"Texas, Urban",72.435,0.0,10.0,2024-05-12 13:58:11,7.0,35,Male,2.0,74.0,2024,5,Spring,13,Sunday,19,2,True,Young Adult,603,25,9128.24
1886.0,Store_1886,Medium,South,32.0,Electronics,"New York, Downtown",610.125,0.0,15.0,2021-04-12 08:20:55,14.0,45,Female,2.0,169.0,2021,4,Spring,8,Monday,15,2,False,Adult,1729,13,4785.42
1836.0,Store_1836,Large,East,69.0,Accessories,"Texas, Rural",93.551,1.0,10.0,2020-04-15 15:24:40,11.0,45,Female,3.0,282.0,2020,4,Spring,15,Wednesday,16,2,False,Adult,2091,19,6350.04
1553.0,Store_1553,Large,East,79.0,Accessories,"Illinois, Rural",519.405,1.0,15.0,2022-08-09 20:21:01,13.0,65,Female,2.0,153.0,2022,8,Summer,20,Tuesday,32,3,False,Senior,1245,15,5288.4
1109.0,Store_1109,Large,South,61.0,Accessories,"Texas, Rural",451.88000000000005,0.0,5.0,2020-07-19 21:18:24,10.0,45,Male,3.0,151.0,2020,7,Summer,21,Sunday,29,3,True,Adult,1996,19,5497.93
1552.0,Store_1552,Large,South,37.0,Electronics,"Florida, Urban",439.5,0.0,0.0,2022-08-13 06:59:03,11.0,18,Female,4.0,341.0,2022,8,Summer,6,Saturday,32,3,True,Child,1241,22,7166.17
1305.0,Store_1305,Large,East,41.0,Footwear,"California, Urban",517.3850000000001,0.0,10.0,2022-02-01 08:37:14,3.0,35,Female,3.0,282.0,2022,2,Winter,8,Tuesday,5,1,False,Young Adult,1434,19,6350.04
1979.0,Store_1979,Medium,South,40.0,Electronics,"Illinois, Urban",251.955,0.0,15.0,2020-10-03 04:52:19,11.0,18,Female,2.0,235.0,2020,10,Autumn,4,Saturday,40,4,True,Child,1920,14,4428.15
1005.0,Store_1005,Large,North,77.0,Accessories,"Illinois, Rural",72.449,0.0,0.0,2021-05-04 08:00:14,14.0,45,Female,5.0,332.0,2021,5,Spring,8,Tuesday,18,2,False,Adult,1707,18,5393.27
1842.0,Store_1842,Large,East,26.0,Electronics,"Texas, Urban",746.485,1.0,15.0,2023-11-08 12:25:02,8.0,45,Male,3.0,340.0,2023,11,Autumn,12,Wednesday,45,4,False,Adult,789,16,4923.82
1692.0,Store_1692,Medium,South,25.0,Electronics,"Florida, Coastal",349.24,1.0,10.0,2023-12-04 21:49:53,12.0,35,Female,4.0,107.0,2023,12,Winter,21,Monday,49,4,False,Young Adult,763,17,5092.22
1360.0,Store_1360,Large,South,51.0,Footwear,"Texas, Rural",69.257,1.0,20.0,2021-09-22 09:42:56,2.0,35,Female,4.0,187.0,2021,9,Autumn,9,Wednesday,38,3,False,Young Adult,1566,16,5107.17
1184.0,Store_1184,Small,West,11.0,Clothing,"Illinois, Urban",459.208,1.0,10.0,2021-07-18 22:32:27,9.0,18,Male,3.0,98.0,2021,7,Summer,22,Sunday,28,3,True,Child,1632,22,7785.99
1834.0,Store_1834,Large,South,11.0,Clothing,"Texas, Urban",445.432,1.0,30.0,2025-11-28 09:47:45,8.0,18,Female,3.0,337.0,2025,11,Autumn,9,Friday,48,4,False,Child,38,26,9313.21
1655.0,Store_1655,Medium,West,32.0,Electronics,"California, Coastal",131.8,1.0,10.0,2022-01-01 21:59:28,8.0,45,Male,3.0,392.0,2022,1,Winter,21,Saturday,52,1,True,Adult,1465,19,5574.32
1947.0,Store_1947,Large,South,12.0,Clothing,"Texas, Suburban",149.48399999999998,0.0,5.0,2025-08-05 19:34:43,7.0,18,Female,1.0,35.0,2025,8,Summer,19,Tuesday,32,3,False,Child,153,33,10525.05
1099.0,Store_1099,Medium,East,2.0,Clothing,"California, Coastal",21.648,0.0,0.0,2024-09-05 16:12:39,10.0,35,Male,5.0,160.0,2024,9,Autumn,16,Thursday,36,3,False,Young Adult,487,22,7844.92
1089.0,Store_1089,Large,North,23.0,Electronics,"Illinois, Rural",668.955,0.0,20.0,2022-12-14 00:08:55,13.0,45,Female,4.0,40.0,2022,12,Winter,0,Wednesday,50,4,False,Adult,1118,23,7901.72
1983.0,Store_1983,Large,East,27.0,Electronics,"Florida, Urban",204.73,1.0,10.0,2025-09-21 21:05:17,11.0,35,Female,4.0,83.0,2025,9,Autumn,21,Sunday,38,3,True,Young Adult,106,23,8492.4
1245.0,Store_1245,Small,South,80.0,Accessories,"California, Urban",603.525,0.0,30.0,2023-03-17 13:32:20,10.0,35,Male,2.0,328.0,2023,3,Spring,13,Friday,11,1,False,Young Adult,1025,20,6860.62
1238.0,Store_1238,Medium,East,14.0,Clothing,"Florida, Suburban",358.2369468421053,0.0,15.0,2020-05-29 02:49:12,16.0,35,Female,3.3130434782608695,148.0,2020,5,Spring,2,Friday,22,2,False,Young Adult,2047,18,6456.82
1929.0,Store_1929,Medium,South,56.0,Footwear,"Florida, Suburban",240.295,0.0,5.0,2023-04-19 15:41:08,14.0,25,Female,2.0,118.0,2023,4,Spring,15,Wednesday,16,2,False,Young Adult,992,17,6141.34
1723.0,Store_1723,Large,North,34.0,Electronics,"California, Urban",20.76,0.0,10.0,2022-09-16 16:43:11,12.0,35,Female,4.0,488.0,2022,9,Autumn,16,Friday,37,3,False,Young Adult,1207,13,3749.51
1080.0,Store_1080,Large,South,77.0,Accessories,"Illinois, Suburban",81.77300000000001,1.0,15.0,2021-01-08 07:51:27,14.0,35,Male,2.0,336.0,2021,1,Winter,7,Friday,1,1,False,Young Adult,1823,21,8016.32
1114.0,Store_1114,Large,East,55.0,Footwear,"New York, Suburban",96.53600000000002,0.0,20.0,2025-12-30 11:56:21,14.0,25,Male,3.0,211.0,2025,12,Winter,11,Tuesday,1,4,False,Young Adult,6,24,8997.66
1275.0,Store_1275,Small,North,11.0,Clothing,"Florida, Urban",84.148,1.0,15.0,2025-06-16 16:04:07,10.0,35,Male,3.0,182.0,2025,6,Summer,16,Monday,25,2,False,Young Adult,203,20,6263.99
1079.0,Store_1079,Large,East,73.0,Accessories,"Florida, Suburban",176.202,0.0,10.0,2020-04-05 00:44:06,10.0,65,Male,5.0,3.0,2020,4,Spring,0,Sunday,14,2,True,Senior,2101,19,7011.74
1567.0,Store_1567,Large,East,26.0,Electronics,"Illinois, Suburban",128.625,0.0,15.0,2025-10-25 18:24:28,13.0,45,Male,3.0,20.0,2025,10,Autumn,18,Saturday,43,4,True,Adult,72,17,4800.71
1178.0,Store_1178,Large,South,57.0,Footwear,"Illinois, Rural",378.808,1.0,5.0,2023-01-16 13:08:29,12.0,35,Male,3.0,339.0,2023,1,Winter,13,Monday,3,1,False,Young Adult,1085,23,7090.47
1308.0,Store_1308,Small,East,32.0,Electronics,"Texas, Suburban",243.325,1.0,10.0,2025-10-17 05:19:02,10.0,18,Male,1.0,176.0,2025,10,Autumn,5,Friday,42,4,False,Child,80,19,6232.2
1560.0,Store_1560,Large,North,4.0,Clothing,"Illinois, Rural",444.352,1.0,10.0,2022-12-31 21:55:28,15.0,18,Female,4.0,394.0,2022,12,Winter,21,Saturday,52,4,True,Child,1101,19,4874.12
1508.0,Store_1508,Large,South,50.0,Footwear,"Florida, Urban",84.02900000000001,0.0,25.0,2020-10-29 12:29:24,6.0,35,Female,3.0,345.0,2020,10,Autumn,12,Thursday,44,4,False,Young Adult,1894,12,3247.32
1259.0,Store_1259,Large,East,18.0,Clothing,"California, Suburban",144.952,1.0,20.0,2020-09-24 05:30:44,7.0,18,Male,4.0,466.0,2020,9,Autumn,5,Thursday,39,3,False,Child,1929,22,5170.46
1785.0,Store_1785,Small,North,19.0,Clothing,"New York, Industrial",475.02,0.0,15.0,2024-04-23 11:57:29,9.0,18,Female,3.0,28.0,2024,4,Spring,11,Tuesday,17,2,False,Child,622,15,3960.12
1291.0,Store_1291,Small,North,67.0,Accessories,"Texas, Urban",416.91,0.0,5.0,2022-07-29 18:50:20,8.0,55,Male,4.0,275.0,2022,7,Summer,18,Friday,30,3,False,Adult,1256,20,6345.14
1884.0,Store_1884,Large,South,32.0,Electronics,"California, Suburban",95.89,1.0,15.0,2024-03-07 00:45:59,4.0,25,Female,2.0,373.0,2024,3,Spring,0,Thursday,10,1,False,Young Adult,669,25,7734.48
1290.0,Store_1290,Medium,East,51.0,Footwear,"New York, Downtown",528.1210000000001,0.0,10.0,2021-05-11 04:07:23,7.0,25,Female,1.0,228.0,2021,5,Spring,4,Tuesday,19,2,False,Young Adult,1700,25,8786.88
1541.0,Store_1541,Medium,North,3.0,Clothing,"New York, Suburban",460.368,0.0,0.0,2020-02-19 16:05:43,7.0,18,Female,3.0,231.0,2020,2,Winter,16,Wednesday,8,1,False,Child,2147,21,6194.91
1885.0,Store_1885,Large,North,2.0,Clothing,"New York, Suburban",336.96,0.0,15.0,2022-04-24 20:50:53,9.0,25,Female,4.0,365.0,2022,4,Spring,20,Sunday,16,2,True,Young Adult,1352,18,5582.01
1763.0,Store_1763,Large,North,42.0,Footwear,"California, Coastal",205.83300000000003,1.0,10.0,2024-09-04 11:24:15,12.0,35,Female,5.0,194.0,2024,9,Autumn,11,Wednesday,36,3,False,Young Adult,488,21,7157.66
1062.0,Store_1062,Large,South,2.0,Clothing,"Texas, Suburban",67.236,0.0,5.0,2022-03-16 01:52:47,6.0,35,Male,2.0,476.0,2022,3,Spring,1,Wednesday,11,1,False,Young Adult,1391,21,5851.36
1593.0,Store_1593,Small,North,75.0,Accessories,"Texas, Suburban",251.176,1.0,15.0,2023-12-15 02:01:42,16.0,55,Female,3.0,39.0,2023,12,Winter,2,Friday,50,4,False,Adult,752,23,7315.6
1404.0,Store_1404,Large,East,64.0,Accessories,"New York, Downtown",218.764,0.0,25.0,2021-02-02 05:48:28,12.0,65,Female,5.0,271.0,2021,2,Winter,5,Tuesday,5,1,False,Senior,1798,20,6933.28
1947.0,Store_1947,Small,North,63.0,Accessories,"California, Coastal",72.92,1.0,10.0,2022-10-19 22:43:19,8.0,65,Female,3.0,107.0,2022,10,Autumn,22,Wednesday,42,4,False,Senior,1174,17,5092.22
1479.0,Store_1479,Small,East,77.0,Accessories,"New York, Industrial",522.2520000000001,1.0,20.0,2021-08-30 21:05:07,18.0,55,Female,4.0,294.0,2021,8,Summer,21,Monday,35,3,False,Adult,1589,26,10619.06
1324.0,Store_1324,Small,South,2.0,Clothing,"Illinois, Rural",256.212,0.0,25.0,2023-05-20 05:31:07,11.0,18,Male,2.0,382.0,2023,5,Spring,5,Saturday,20,2,True,Child,961,16,4441.7
1380.0,Store_1380,Large,South,50.0,Footwear,"Texas, Urban",500.446,1.0,5.0,2022-03-26 18:47:09,13.0,35,Female,4.0,180.0,2022,3,Spring,18,Saturday,12,1,True,Young Adult,1381,19,6887.09
1680.0,Store_1680,Large,South,47.0,Footwear,"Florida, Urban",96.14,0.0,25.0,2020-04-03 07:01:16,13.0,45,Female,4.0,209.0,2020,4,Spring,7,Friday,14,2,False,Adult,2103,25,8018.73
1309.0,Store_1309,Medium,South,49.0,Footwear,"New York, Suburban",182.171,0.0,10.0,2020-09-16 01:22:55,6.0,35,Male,2.0,485.0,2020,9,Autumn,1,Wednesday,38,3,False,Young Adult,1937,28,9853.3
1342.0,Store_1342,Small,North,60.0,Footwear,"Illinois, Urban",161.403,0.0,5.0,2020-03-26 21:46:15,15.0,25,Female,3.0,470.0,2020,3,Spring,21,Thursday,13,1,False,Young Adult,2111,15,5235.18
1669.0,Store_1669,Large,West,35.0,Electronics,"Texas, Urban",358.2369468421053,0.0,10.0,2023-11-20 19:16:49,13.0,35,Female,3.3130434782608695,335.0,2023,11,Autumn,19,Monday,47,4,False,Young Adult,777,20,5137.43
1474.0,Store_1474,Small,South,48.0,Footwear,"California, Suburban",294.66900000000004,1.0,5.0,2025-08-28 12:02:59,10.0,35,Female,4.0,41.0,2025,8,Summer,12,Thursday,35,3,False,Young Adult,130,19,6668.05
1055.0,Store_1055,Small,North,37.0,Electronics,"Texas, Urban",129.235,1.0,15.0,2022-05-14 17:59:54,11.0,45,Female,4.0,332.0,2022,5,Spring,17,Saturday,19,2,True,Adult,1332,18,5393.27
1846.0,Store_1846,Large,North,31.0,Electronics,"California, Urban",277.725,0.0,15.0,2021-12-04 07:22:01,6.0,25,Female,4.0,449.0,2021,12,Winter,7,Saturday,48,4,True,Young Adult,1493,26,9196.27
1424.0,Store_1424,Medium,West,76.0,Accessories,"California, Coastal",623.8080000000001,1.0,15.0,2023-11-17 02:23:06,15.0,55,Male,4.0,346.0,2023,11,Autumn,2,Friday,46,4,False,Adult,780,30,11301.8
1141.0,Store_1141,Medium,North,38.0,Electronics,"New York, Downtown",420.345,0.0,20.0,2021-12-11 06:24:00,13.0,45,Male,4.0,316.0,2021,12,Winter,6,Saturday,49,4,True,Adult,1486,24,9110.49
1660.0,Store_1660,Large,South,4.0,Clothing,"New York, Suburban",33.6,0.0,0.0,2023-02-13 08:00:20,15.0,25,Male,4.0,345.0,2023,2,Winter,8,Monday,7,1,False,Young Adult,1057,12,3247.32
1375.0,Store_1375,Small,North,38.0,Electronics,"Texas, Urban",57.510000000000005,0.0,5.0,2021-12-03 06:19:02,10.0,35,Female,3.0,96.0,2021,12,Winter,6,Friday,48,4,False,Young Adult,1494,16,4716.32
1225.0,Store_1225,Large,East,80.0,Accessories,"Illinois, Suburban",163.12400000000002,0.0,20.0,2022-06-10 09:32:51,7.0,45,Male,4.0,3.0,2022,6,Summer,9,Friday,23,2,False,Adult,1305,19,7011.74
1473.0,Store_1473,Large,East,28.0,Electronics,"Texas, Rural",471.675,0.0,0.0,2020-03-26 23:42:11,7.0,25,Male,3.0,315.0,2020,3,Spring,23,Thursday,13,1,False,Young Adult,2110,15,4290.08
1689.0,Store_1689,Large,East,13.0,Clothing,"California, Suburban",511.872,0.0,15.0,2021-08-07 03:32:58,8.0,18,Female,4.0,439.0,2021,8,Summer,3,Saturday,31,3,True,Child,1612,17,6053.86
1094.0,Store_1094,Large,West,74.0,Accessories,"New York, Industrial",214.568,1.0,5.0,2025-06-22 21:04:08,7.0,35,Female,1.0,155.0,2025,6,Summer,21,Sunday,25,2,True,Young Adult,197,11,3623.74
1564.0,Store_1564,Large,South,55.0,Footwear,"New York, Suburban",213.268,0.0,10.0,2023-09-15 09:36:30,7.0,45,Male,5.0,177.0,2023,9,Autumn,9,Friday,37,3,False,Adult,843,19,6027.99
