Store ID,Store Name,Store Size,Region/Zone,Product_id,Category,Location,Purchase Amount (USD),Promo_code,Discount,Date,Previous Purchases,Age,Gender,Review Rating,Customer_ID
1341,Store_1341,Medium,South,21,Electronics,"California, Suburban",,,10,2021-10-28 12:12:27,7,,,,492
1837,Store_1837,Large,North,37,Electronics,"Texas, Rural",,,20,2022-05-23 15:48:34,10,,,,460
1627,Store_1627,Medium,West,10,Clothing,"New York, Suburban",48.156,0,15,2025-02-12 01:47:18,10,25,Female,2,285
1770,Store_1770,Small,South,49,Footwear,"Florida, Suburban",420.024,0,25,2020-01-05 20:16:36,11,25,Male,4,280
1877,Store_1877,Large,South,10,Clothing,"Texas, Rural",23.688,0,15,2024-02-07 21:17:18,9,35,Male,4,488
1248,Store_1248,Large,East,41,Footwear,"Florida, Coastal",458.843,0,10,2020-04-19 21:59:59,15,35,Female,4,8
1709,Store_1709,Medium,South,36,Electronics,"Florida, Coastal",280.23,0,25,2025-09-19 17:09:36,9,45,Female,4,348
1848,Store_1848,Small,East,47,Footwear,"Florida, Suburban",452.915,1,20,2020-12-18 13:26:49,9,45,Female,5,95
1738,Store_1738,Large,West,63,Accessories,"New York, Suburban",370.39900000000006,1,25,2025-05-02 19:09:48,11,65,Female,3,264
1176,Store_1176,Large,South,37,Electronics,"Illinois, Urban",289.03000000000003,1,25,2025-06-07 00:50:26,13,18,Female,4,37
1754,Store_1754,Medium,South,69,Accessories,"Texas, Rural",595.8710000000001,1,5,2021-01-08 05:12:46,8,45,Female,5,262
1945,Store_1945,Small,East,15,Clothing,"California, Urban",463.02,0,20,2022-11-30 08:58:36,9,35,Female,2,252
1356,Store_1356,Large,East,8,Clothing,"Illinois, Rural",69.46,1,15,2022-12-23 21:25:58,11,18,Female,4,492
1494,Store_1494,Medium,East,4,Clothing,"New York, Downtown",559.188,0,10,2021-05-05 23:04:08,11,35,Male,1,88
1034,Store_1034,Small,South,59,Footwear,"Florida, Suburban",262.713,0,0,2021-04-23 14:32:40,7,35,Male,2,443
1406,Store_1406,Large,North,22,Electronics,"California, Coastal",124.48499999999999,0,15,2022-05-24 22:56:53,14,45,Female,4,500
1967,Store_1967,Medium,East,2,Clothing,"Texas, Suburban",475.46799999999996,1,25,2024-03-04 04:16:26,9,25,Female,4,238
1646,Store_1646,Large,West,13,Clothing,"Illinois, Urban",326.356,1,15,2025-11-26 20:45:35,9,25,Female,4,205
1817,Store_1817,Large,East,39,Electronics,"Illinois, Rural",509.46,0,10,2024-03-17 08:04:18,10,45,Female,3,231
1009,Store_1009,Medium,East,1,Clothing,"California, Coastal",420.09599999999995,0,0,2022-10-07 06:48:33,8,18,Male,4,456
1985,Store_1985,Large,North,75,Accessories,"New York, Suburban",148.60600000000002,1,15,2021-07-13 02:11:04,7,55,Male,4,259
1694,Store_1694,Large,East,22,Electronics,"Texas, Suburban",738.58,1,10,2023-10-30 04:03:15,8,18,Male,1,179
1713,Store_1713,Large,North,36,Electronics,"California, Coastal",102.58,1,15,2025-11-03 03:42:56,9,45,Female,4,392
1530,Store_1530,Small,South,34,Electronics,"Florida, Suburban",460.26,0,15,2023-07-30 14:49:07,10,35,Female,3,220
1534,Store_1534,Large,South,66,Accessories,"Texas, Suburban",106.21000000000001,0,20,2023-05-15 01:55:26,15,65,Female,2,49
1094,Store_1094,Large,West,31,Electronics,"Illinois, Rural",659.8199999999999,0,15,2023-07-18 14:35:21,4,18,Male,4,294
1575,Store_1575,Medium,North,74,Accessories,"California, Coastal",123.357,0,15,2023-10-06 02:17:27,5,45,Female,5,116
1928,Store_1928,Large,East,40,Electronics,"Illinois, Rural",349.165,1,15,2025-04-14 13:32:05,8,35,Female,3,312
1449,Store_1449,Medium,North,44,Footwear,"Illinois, Urban",67.827,1,10,2023-11-22 14:44:27,9,45,Female,4,302
1219,Store_1219,Small,East,17,Clothing,"Illinois, Rural",275.448,0,15,2020-11-01 09:33:05,9,35,Male,3,219
1095,Store_1095,Medium,South,56,Footwear,"New York, Industrial",13.189000000000002,0,0,2020-11-29 05:58:25,9,25,Female,4,475
1864,Store_1864,Small,West,6,Clothing,"Illinois, Rural",272.76,0,20,2025-06-01 20:35:56,5,25,Female,7,20
1776,Store_1776,Small,East,68,Accessories,"Florida, Coastal",,,10,2025-05-22 14:22:54,8,,,,476
1380,Store_1380,Medium,South,53,Footwear,"Florida, Suburban",109.549,0,10,2024-12-19 00:19:58,8,25,Female,2,189
1668,Store_1668,Large,South,24,Electronics,"Texas, Urban",431.43999999999994,1,15,2020-12-07 20:12:54,7,35,Female,4,410
1206,Store_1206,Large,East,16,Clothing,"Illinois, Rural",300.94,1,5,2025-05-23 20:59:13,5,25,Male,4,76
1785,Store_1785,Large,South,17,Clothing,"Illinois, Suburban",218.968,1,15,2024-11-21 21:22:08,12,35,Female,3,255
1849,Store_1849,Medium,North,44,Footwear,"California, Urban",372.559,0,5,2022-10-04 21:55:57,14,35,Male,1,111
1245,Store_1245,Large,East,76,Accessories,"New York, Suburban",656.9060000000001,1,15,2024-03-04 18:37:21,8,35,Female,3,55
1710,Store_1710,Large,East,42,Footwear,"Texas, Suburban",526.461,1,20,2021-09-11 11:49:37,1,25,Male,2,172
1973,Store_1973,Large,South,80,Accessories,"Illinois, Suburban",640.955,1,15,2023-02-24 16:07:10,12,45,Female,1,176
1796,Store_1796,Small,East,73,Accessories,"California, Urban",35.87,1,20,2022-02-20 11:16:20,8,45,Female,1,398
1509,Store_1509,Medium,East,3,Clothing,"New York, Downtown",162.756,0,15,2024-05-12 18:37:39,13,18,Male,4,66
1883,Store_1883,Large,West,50,Footwear,"Texas, Urban",518.365,1,25,2023-05-17 07:01:33,11,35,Female,4,107
1082,Store_1082,Small,East,58,Footwear,"Texas, Suburban",47.025999999999996,1,5,2023-06-30 17:27:56,8,35,Female,5,184
1316,Store_1316,Medium,South,63,Accessories,"Illinois, Suburban",255.388,1,10,2024-08-05 13:05:14,7,65,Female,2,294
1644,Store_1644,Medium,East,41,Footwear,"Texas, Urban",362.538,0,30,2021-08-25 01:26:50,9,45,Male,5,339
1104,Store_1104,Large,South,31,Electronics,"California, Suburban",737.49,0,20,2020-09-12 23:33:00,9,18,Male,4,432
1369,Store_1369,Small,North,25,Electronics,"Texas, Urban",227.695,1,20,2023-02-18 00:05:30,3,18,Female,5,243
1748,Store_1748,Large,South,43,Footwear,"Florida, Urban",422.89500000000004,0,20,2020-08-26 07:00:08,13,35,Male,4,410
1580,Store_1580,Small,East,51,Footwear,"California, Urban",366.938,0,5,2021-12-28 23:39:41,8,35,Female,4,139
1695,Store_1695,Large,West,61,Accessories,"New York, Suburban",,,30,2021-10-03 18:33:56,12,,,,374
1629,Store_1629,Large,West,35,Electronics,"New York, Industrial",561.0600000000001,0,10,2023-07-13 12:57:25,8,18,Male,3,403
1179,Store_1179,Small,East,27,Electronics,"Illinois, Suburban",211.63,1,5,2024-09-17 07:13:39,12,45,Male,3,406
1782,Store_1782,Large,South,2,Clothing,"Illinois, Rural",211.15200000000002,0,0,2024-02-20 04:32:03,6,35,Female,3,224
1601,Store_1601,Large,North,75,Accessories,"Florida, Coastal",380.019,1,10,2025-05-08 01:46:28,16,65,Male,4,341
1599,Store_1599,Medium,North,18,Clothing,"New York, Suburban",270.12,0,15,2022-12-11 13:28:48,14,18,Male,4,417
1082,Store_1082,Small,East,24,Electronics,"New York, Downtown",555.67,1,10,2020-07-14 11:37:32,10,35,Male,2,160
1531,Store_1531,Medium,East,61,Accessories,"New York, Suburban",533.003,1,20,2023-04-26 22:54:57,9,45,Male,9,18
1618,Store_1618,Large,South,49,Footwear,"New York, Suburban",295.59200000000004,0,5,2023-01-30 11:20:19,16,25,Female,4,380
1840,Store_1840,Small,East,69,Accessories,"Texas, Suburban",273.952,1,5,2020-03-15 12:54:18,7,65,Female,4,475
1500,Store_1500,Medium,East,46,Footwear,"California, Urban",502.4800000000001,0,10,2021-06-26 03:36:12,7,45,Female,4,453
1347,Store_1347,Medium,West,54,Footwear,"California, Coastal",425.17300000000006,1,0,2023-09-28 19:48:08,5,25,Female,3,76
1271,Store_1271,Small,South,69,Accessories,"Florida, Suburban",441.85699999999997,0,20,2025-09-22 17:47:04,19,65,Female,2,11
1330,Store_1330,Medium,East,42,Footwear,"Texas, Suburban",41.888,0,5,2025-07-12 03:10:04,7,45,Male,4,404
1609,Store_1609,Large,South,9,Clothing,"New York, Industrial",332.368,1,10,2024-03-03 03:16:04,13,35,Male,4,482
1920,Store_1920,Medium,South,33,Electronics,"New York, Downtown",104.31,0,15,2024-04-08 08:38:40,8,18,Male,4,295
1743,Store_1743,Large,South,60,Footwear,"Illinois, Urban",377.015,1,5,2022-11-26 00:21:51,12,35,Female,4,312
1886,Store_1886,Large,South,20,Clothing,"Illinois, Suburban",198.184,1,25,2024-05-07 01:00:39,5,18,Female,2,458
1568,Store_1568,Medium,East,52,Footwear,"Florida, Urban",409.057,0,20,2024-02-21 09:28:14,11,35,Male,4,51
1660,Store_1660,Large,East,30,Electronics,"New York, Downtown",586.9350000000001,0,0,2022-10-30 07:21:25,6,35,Female,4,72
1388,Store_1388,Large,East,5,Clothing,"Florida, Coastal",198.64,1,10,2024-01-01 16:27:57,9,35,Male,5,275
1970,Store_1970,Large,East,32,Electronics,"Texas, Suburban",732.5550000000001,0,5,2024-06-23 07:35:22,12,18,Male,2,88
1746,Store_1746,Small,South,21,Electronics,"California, Suburban",394.77,0,15,2020-05-22 07:30:28,6,45,Male,3,167
1136,Store_1136,Small,West,4,Clothing,"New York, Industrial",140.112,0,15,2021-08-05 07:43:28,7,18,Female,5,440
1778,Store_1778,Large,East,13,Clothing,"Texas, Rural",467.82,0,20,2024-04-16 11:20:47,7,25,Female,4,65
1740,Store_1740,Medium,East,18,Clothing,"New York, Downtown",469.31199999999995,1,15,2021-03-30 00:35:59,10,25,Female,4,82
1360,Store_1360,Large,North,62,Accessories,"Illinois, Suburban",276.653,0,20,2022-03-22 11:24:05,10,65,Female,1,480
1832,Store_1832,Large,South,11,Clothing,"Florida, Suburban",399.264,0,25,2023-06-13 11:50:34,11,18,Female,1,304
1958,Store_1958,Small,East,4,Clothing,"Illinois, Urban",24.779999999999998,0,5,2024-02-17 12:04:44,12,25,Female,2,485
1281,Store_1281,Large,South,18,Clothing,"California, Suburban",193.23999999999998,1,15,2021-06-22 07:52:57,12,25,Male,3,7
1201,Store_1201,Large,North,7,Clothing,"Illinois, Urban",530.304,0,5,2020-11-01 20:13:46,8,18,Male,2,284
1743,Store_1743,Medium,South,49,Footwear,"New York, Industrial",136.103,0,5,2025-05-15 19:14:28,12,25,Female,9,61
1530,Store_1530,Large,South,62,Accessories,"Illinois, Urban",599.8620000000001,1,5,2024-05-22 01:25:34,10,55,Female,2,427
1015,Store_1015,Small,East,24,Electronics,"New York, Suburban",441.21,0,10,2021-12-27 17:00:35,12,35,Female,4,310
1567,Store_1567,Large,East,14,Clothing,"California, Suburban",5429.16,0,20,2024-10-08 16:31:54,3,18,Female,3,430
1868,Store_1868,Large,South,57,Footwear,"Illinois, Rural",91.543,1,10,2022-04-01 10:34:17,11,45,Female,4,345
1113,Store_1113,Large,North,41,Footwear,"Florida, Suburban",271.06300000000005,1,20,2024-04-16 11:27:57,11,35,Male,2,497
1067,Store_1067,Medium,South,43,Footwear,"Florida, Urban",180.786,1,0,2024-03-08 16:32:58,16,25,Female,4,233
1589,Store_1589,Medium,North,21,Electronics,"Florida, Urban",666.885,0,15,2021-09-19 07:14:57,10,35,Female,1,239
1029,Store_1029,Large,South,20,Clothing,"Illinois, Suburban",212.83200000000002,0,10,2020-11-20 20:44:32,8,18,Female,3,19
1518,Store_1518,Medium,East,73,Accessories,"Illinois, Rural",387.855,0,20,2022-07-21 03:14:38,3,55,Male,3,67
1907,Store_1907,Large,South,74,Accessories,"Illinois, Suburban",550.202,1,30,2024-12-17 23:42:05,4,35,Male,7,396
1663,Store_1663,Large,East,52,Footwear,"New York, Downtown",134.442,0,15,2024-09-30 15:25:17,5,35,Female,4,193
1998,Store_1998,Medium,North,31,Electronics,"California, Suburban",58.614999999999995,1,15,2025-10-18 18:54:56,10,35,Female,5,206
1874,Store_1874,Medium,South,38,Electronics,"Florida, Coastal",378.195,0,30,2023-09-24 01:32:00,9,45,Male,3,366
1021,Store_1021,Large,North,22,Electronics,"New York, Industrial",527.5,1,10,2022-02-02 01:05:04,8,18,Female,2,486
1430,Store_1430,Large,East,63,Accessories,"Florida, Urban",471.172,0,10,2023-08-12 06:54:52,9,65,Male,2,450
1029,Store_1029,Medium,South,44,Footwear,"New York, Suburban",245.87300000000002,1,15,2024-03-29 01:53:21,13,35,Male,2,472
1955,Store_1955,Large,East,9,Clothing,"Illinois, Suburban",68.224,1,15,2021-06-01 09:21:48,9,35,Female,5,490
1678,Store_1678,Large,South,71,Accessories,"Florida, Urban",279.802,1,20,2025-07-08 07:33:37,12,55,Female,4,335
1659,Store_1659,Small,East,49,Footwear,"Illinois, Suburban",76.75800000000001,0,10,2024-10-01 04:41:55,12,25,Female,5,89
1409,Store_1409,Small,West,57,Footwear,"Florida, Urban",49.929,0,15,2024-03-11 17:21:53,10,35,Male,6,428
1048,Store_1048,Large,East,15,Clothing,"Texas, Rural",200.416,1,20,2020-04-14 14:50:13,6,18,Female,4,243
1324,Store_1324,Medium,East,9,Clothing,"New York, Downtown",479.0079999999999,1,15,2020-07-18 10:42:20,12,35,Male,5,34
1487,Store_1487,Large,North,7,Clothing,"Texas, Urban",463.788,0,5,2021-01-05 06:35:29,9,18,Female,4,207
1297,Store_1297,Large,East,28,Electronics,"New York, Industrial",471.90999999999997,1,15,2020-10-16 15:03:28,10,45,Male,5,308
1773,Store_1773,Small,East,3,Clothing,"California, Suburban",507.832,1,30,2025-06-16 02:15:39,9,18,Female,3,247
1180,Store_1180,Large,North,41,Footwear,"Florida, Urban",280.94000000000005,0,5,2021-03-01 05:16:16,13,35,Male,4,333
1801,Store_1801,Medium,South,4,Clothing,"California, Suburban",155.148,0,20,2021-05-13 21:49:50,11,25,Male,4,153
1121,Store_1121,Medium,East,57,Footwear,"California, Coastal",328.21900000000005,1,20,2024-11-24 06:50:39,7,45,Female,4,498
1123,Store_1123,Medium,North,61,Accessories,"New York, Suburban",611.107,1,15,2023-05-10 05:01:31,18,45,Female,5,308
1452,Store_1452,Large,East,24,Electronics,"Texas, Rural",41.55,0,5,2025-05-03 02:57:40,9,18,Male,4,194
1265,Store_1265,Small,South,68,Accessories,"Illinois, Urban",637.614,1,0,2021-09-26 11:56:59,14,65,Female,3,118
1027,Store_1027,Small,South,77,Accessories,"New York, Downtown",487.136,0,15,2023-08-01 07:16:36,12,55,Male,1,34
1258,Store_1258,Large,South,52,Footwear,"Illinois, Rural",390.886,1,10,2020-10-20 08:54:25,10,35,Male,4,481
1076,Store_1076,Large,South,76,Accessories,"California, Urban",414.01399999999995,1,10,2020-01-05 04:45:53,8,65,Male,4,163
1431,Store_1431,Medium,North,45,Footwear,"Illinois, Suburban",159.919,1,10,2020-09-19 22:34:34,11,25,Male,4,435
1878,Store_1878,Small,East,13,Clothing,"Texas, Suburban",532.812,0,20,2022-11-23 03:02:46,8,18,Female,4,440
1705,Store_1705,Large,West,13,Clothing,"New York, Industrial",583.2239999999999,0,25,2025-10-27 03:49:54,8,35,Male,1,76
1893,Store_1893,Large,East,52,Footwear,"Texas, Suburban",519.113,1,0,2020-12-14 03:41:34,7,45,Female,4,161
1034,Store_1034,Large,South,3,Clothing,"Texas, Rural",75.984,0,20,2020-09-24 07:23:22,12,25,Female,5,35
1435,Store_1435,Medium,South,32,Electronics,"New York, Downtown",556.335,0,15,2021-03-18 14:15:01,8,25,Male,3,332
1113,Store_1113,Small,South,80,Accessories,"Texas, Suburban",377.588,1,15,2022-04-05 15:47:05,6,65,Female,3,332
1061,Store_1061,Large,West,40,Electronics,"Florida, Suburban",594.4350000000001,0,0,2020-10-20 09:36:16,7,45,Female,4,44
1051,Store_1051,Large,East,80,Accessories,"Florida, Coastal",237.406,0,15,2022-07-19 11:21:40,11,45,Male,3,322
1115,Store_1115,Large,North,11,Clothing,"Florida, Coastal",574.692,0,10,2022-06-07 15:55:53,8,25,Male,1,244
1046,Store_1046,Large,North,30,Electronics,"Illinois, Suburban",254.77,1,15,2025-01-20 19:52:30,7,45,Female,3,230
1437,Store_1437,Large,East,16,Clothing,"Texas, Suburban",445.932,0,5,2025-03-03 15:53:25,13,35,Male,3,309
1411,Store_1411,Small,North,66,Accessories,"New York, Industrial",343.93100000000004,1,25,2025-04-18 17:06:38,5,35,Male,5,29
1100,Store_1100,Large,West,57,Footwear,"New York, Industrial",343.497,0,10,2024-10-29 21:48:50,10,25,Female,7,86
1278,Store_1278,Medium,West,53,Footwear,"Illinois, Suburban",83.34800000000001,1,15,2023-04-21 18:11:34,9,35,Female,3,184
1106,Store_1106,Medium,East,38,Electronics,"New York, Industrial",473.96500000000003,1,15,2022-05-12 18:31:58,11,35,Male,4,189
1982,Store_1982,Large,North,12,Clothing,"Florida, Coastal",353.356,1,25,2023-06-13 03:55:28,11,25,Female,1,272
1034,Store_1034,Large,South,5,Clothing,"Texas, Rural",434.724,0,5,2020-02-11 07:31:49,13,25,Male,3,429
1358,Store_1358,Small,South,40,Electronics,"New York, Industrial",226.45499999999998,0,30,2020-02-10 14:25:36,6,35,Male,4,74
1886,Store_1886,Medium,East,56,Footwear,"New York, Suburban",469.60200000000003,1,20,2023-08-22 22:17:58,8,25,Male,3,293
1799,Store_1799,Medium,South,63,Accessories,"California, Urban",625.134,1,20,2024-06-13 01:16:30,13,35,Female,2,209
1001,Store_1001,Small,South,36,Electronics,"California, Coastal",663.285,0,20,2022-04-18 23:45:27,14,45,Male,3,228
1750,Store_1750,Large,North,71,Accessories,"California, Coastal",272.288,1,15,2021-07-09 12:10:29,9,45,Female,1,207
1491,Store_1491,Large,South,54,Footwear,"Texas, Suburban",421.82800000000003,0,5,2023-01-18 08:24:48,5,45,Female,5,44
1879,Store_1879,Medium,West,13,Clothing,"Florida, Coastal",226.632,0,15,2024-09-18 12:10:47,12,18,Female,4,52
1889,Store_1889,Medium,West,51,Footwear,"Florida, Urban",476.22300000000007,0,10,2022-11-29 17:39:08,12,25,Female,4,488
1271,Store_1271,Medium,East,34,Electronics,"Florida, Urban",300.90999999999997,1,15,2024-03-10 01:14:32,11,35,Female,4,249
1143,Store_1143,Small,West,10,Clothing,"Texas, Rural",131.392,1,10,2023-03-12 12:14:06,11,35,Female,2,287
1434,Store_1434,Medium,South,38,Electronics,"Texas, Suburban",374.46,0,5,2021-08-28 20:57:51,12,45,Female,2,87
1450,Store_1450,Large,East,27,Electronics,"California, Suburban",124.285,1,15,2025-10-08 08:52:42,16,18,Female,3,159
1603,Store_1603,Large,South,58,Footwear,"New York, Suburban",337.349,1,0,2023-02-14 02:39:17,5,35,Female,4,45
1732,Store_1732,Large,South,22,Electronics,"Illinois, Urban",448.78,1,0,2025-05-12 05:20:04,9,25,Female,4,485
1565,Store_1565,Large,South,48,Footwear,"Illinois, Suburban",285.55,1,15,2024-10-19 17:02:20,12,25,Female,3,150
1915,Store_1915,Large,East,15,Clothing,"New York, Suburban",376.996,1,5,2021-02-07 22:57:09,15,25,Female,1,434
1227,Store_1227,Medium,South,46,Footwear,"California, Urban",546.69,1,15,2020-04-05 21:28:57,15,35,Female,4,327
1544,Store_1544,Small,East,13,Clothing,"New York, Suburban",237.37199999999999,0,5,2023-10-20 15:19:03,10,35,Female,3,458
1213,Store_1213,Large,East,45,Footwear,"New York, Suburban",248.876,1,20,2021-05-04 04:08:39,12,45,Male,2,40
1647,Store_1647,Medium,North,63,Accessories,"Illinois, Rural",197.55100000000002,1,5,2020-09-26 03:44:32,10,55,Female,4,66
1247,Store_1247,Large,North,75,Accessories,"California, Coastal",130.494,0,10,2021-08-13 23:18:59,10,45,Female,1,94
1407,Store_1407,Medium,East,29,Electronics,"Texas, Urban",237.54999999999998,1,15,2022-02-06 05:32:47,12,35,Male,2,27
1052,Store_1052,Large,South,57,Footwear,"Illinois, Urban",125.60900000000001,0,15,2020-12-27 16:39:11,16,45,Male,2,290
1575,Store_1575,Medium,East,57,Footwear,"Texas, Urban",244.10100000000003,0,10,2022-04-19 02:20:07,13,25,Male,3,268
1313,Store_1313,Medium,South,13,Clothing,"California, Coastal",159.184,1,15,2025-10-22 17:14:27,11,35,Female,1,61
1373,Store_1373,Large,East,38,Electronics,"New York, Industrial",395.25,0,20,2022-06-30 18:14:47,7,18,Female,2,483
1036,Store_1036,Medium,East,60,Footwear,"Florida, Suburban",1653.19,0,5,2025-06-15 21:12:50,13,35,Female,4,104
1723,Store_1723,Large,South,25,Electronics,"Florida, Suburban",327.135,0,0,2023-01-22 00:41:06,9,35,Female,1,235
1523,Store_1523,Small,South,73,Accessories,"California, Suburban",105.34200000000001,1,15,2022-08-28 07:15:01,9,35,Male,4,331
1979,Store_1979,Large,South,47,Footwear,"Florida, Suburban",109.37400000000001,1,25,2021-02-21 22:21:19,10,25,Female,3,458
1083,Store_1083,Small,North,44,Footwear,"Texas, Urban",,,15,2024-01-29 01:09:02,11,,,,115
1899,Store_1899,Small,East,33,Electronics,"Florida, Urban",440.515,1,15,2024-07-18 08:40:17,9,25,Male,9,147
1093,Store_1093,Large,South,57,Footwear,"California, Urban",103.29000000000002,0,10,2021-04-09 22:21:49,14,45,Male,5,280
1414,Store_1414,Medium,East,28,Electronics,"California, Coastal",241.69,1,25,2021-12-17 17:23:28,13,45,Male,5,306
1341,Store_1341,Medium,East,43,Footwear,"Texas, Urban",140.383,1,20,2024-07-13 18:06:56,14,35,Female,3,445
1718,Store_1718,Large,East,16,Clothing,"Florida, Suburban",480.9,0,15,2023-05-17 14:49:27,5,18,Male,3,332
1549,Store_1549,Large,North,22,Electronics,"Florida, Suburban",293.14,1,10,2025-11-28 09:12:18,9,25,Female,2,423
1420,Store_1420,Medium,North,41,Footwear,"New York, Suburban",229.812,0,10,2024-09-23 19:27:36,12,35,Female,2,359
1347,Store_1347,Medium,East,68,Accessories,"Illinois, Suburban",446.54,1,10,2022-12-08 00:30:46,11,65,Male,4,21
1714,Store_1714,Large,East,43,Footwear,"California, Suburban",186.47200000000004,0,10,2025-12-30 14:39:34,9,25,Female,2,150
1781,Store_1781,Large,South,77,Accessories,"New York, Suburban",263.669,1,0,2022-11-05 12:55:05,8,65,Female,3,45
1586,Store_1586,Large,South,79,Accessories,"California, Urban",521.2610000000001,0,5,2022-08-05 10:43:53,15,55,Female,3,374
1127,Store_1127,Medium,South,16,Clothing,"New York, Downtown",479.18399999999997,0,5,2025-01-28 21:07:28,12,35,Male,5,336
1840,Store_1840,Large,East,40,Electronics,"Illinois, Suburban",459.36,0,25,2025-11-21 04:05:36,12,45,Female,2,111
1151,Store_1151,Small,East,50,Footwear,"New York, Downtown",312.29,0,15,2023-12-24 14:15:18,4,35,Female,3,275
1521,Store_1521,Medium,North,15,Clothing,"California, Coastal",128.428,1,15,2025-04-23 13:28:59,17,35,Female,2,479
1037,Store_1037,Small,East,47,Footwear,"Florida, Urban",266.04600000000005,0,15,2023-02-15 09:10:48,16,25,Female,3,299
1426,Store_1426,Medium,North,76,Accessories,"California, Urban",187.772,0,15,2020-11-17 10:55:34,10,55,Female,1,333
1104,Store_1104,Large,East,37,Electronics,"Texas, Rural",561.37,1,0,2023-06-19 07:23:23,11,45,Male,4,163
1164,Store_1164,Small,East,60,Footwear,"Texas, Urban",349.459,0,10,2025-05-17 20:17:34,11,35,Female,9,443
1937,Store_1937,Large,East,53,Footwear,"Texas, Rural",214.56600000000003,0,0,2022-08-26 06:04:23,9,25,Male,2,180
1543,Store_1543,Large,East,70,Accessories,"Texas, Suburban",363.86,1,0,2025-02-18 06:04:30,9,35,Male,3,460
1211,Store_1211,Small,North,49,Footwear,"Illinois, Suburban",237.96300000000002,0,0,2020-07-13 15:21:14,10,25,Male,3,358
1525,Store_1525,Large,East,47,Footwear,"Florida, Suburban",89.92500000000001,0,25,2024-04-02 17:41:31,7,35,Female,4,323
1741,Store_1741,Large,East,72,Accessories,"Florida, Coastal",510.354,0,5,2025-03-16 23:03:02,11,45,Male,2,6
1131,Store_1131,Large,East,1,Clothing,"California, Suburban",540.168,0,0,2023-12-30 02:49:50,8,35,Female,3,471
1151,Store_1151,Medium,South,76,Accessories,"New York, Industrial",615.631,1,0,2021-04-04 19:37:05,13,45,Female,4,411
1095,Store_1095,Medium,North,4,Clothing,"California, Suburban",486.03999999999996,1,15,2022-12-30 00:51:25,11,18,Male,3,214
1502,Store_1502,Small,South,34,Electronics,"California, Coastal",,,15,2021-05-24 23:07:46,11,,,,175
1521,Store_1521,Medium,North,17,Clothing,"California, Coastal",54.772,1,10,2025-10-28 17:43:16,9,25,Female,4,321
1373,Store_1373,Small,North,12,Clothing,"California, Coastal",471.756,0,10,2025-06-25 19:29:33,8,35,Male,2,204
1874,Store_1874,Large,South,35,Electronics,"Florida, Coastal",238.005,0,10,2025-12-29 02:00:34,13,45,Female,2,190
1015,Store_1015,Medium,West,12,Clothing,"New York, Suburban",103.036,1,10,2022-08-03 11:46:04,8,18,Male,5,161
1678,Store_1678,Medium,East,63,Accessories,"California, Urban",345.449,0,20,2024-02-21 00:41:40,12,55,Male,3,197
1607,Store_1607,Medium,South,10,Clothing,"Florida, Coastal",,,25,2022-12-29 04:58:40,9,,,,141
1017,Store_1017,Medium,North,40,Electronics,"California, Coastal",,,15,2022-11-30 14:40:58,10,,,,198
1408,Store_1408,Medium,West,77,Accessories,"Texas, Suburban",428.81800000000004,0,10,2022-08-14 14:19:01,6,35,Female,4,152
1006,Store_1006,Medium,South,34,Electronics,"California, Suburban",539.955,0,10,2023-11-14 01:14:38,6,45,Male,5,301
1695,Store_1695,Large,West,33,Electronics,"California, Suburban",125.785,1,20,2023-11-23 01:23:47,12,35,Female,3,118
1893,Store_1893,Large,East,53,Footwear,"Illinois, Urban",343.51900000000006,0,0,2020-10-10 17:24:08,11,25,Female,4,223
1244,Store_1244,Medium,North,48,Footwear,"Texas, Urban",50.348000000000006,1,10,2020-06-20 13:15:41,8,45,Male,5,138
1942,Store_1942,Large,East,34,Electronics,"New York, Suburban",344.835,0,15,2021-10-16 09:36:43,7,35,Male,4,241
1882,Store_1882,Large,East,22,Electronics,"California, Urban",88.53,0,10,2021-12-21 21:19:07,10,18,Male,3,162
1977,Store_1977,Small,South,39,Electronics,"New York, Suburban",355.46500000000003,1,5,2022-04-24 11:13:40,18,25,Male,4,251
1878,Store_1878,Small,East,42,Footwear,"Texas, Suburban",115.56700000000001,1,15,2020-02-11 01:50:26,13,45,Female,1,433
1593,Store_1593,Small,East,52,Footwear,"California, Coastal",406.857,0,15,2022-08-16 16:27:51,9,35,Female,3,108
1642,Store_1642,Medium,East,20,Clothing,"Illinois, Rural",540.948,0,15,2020-10-01 18:38:47,9,35,Female,4,103
1128,Store_1128,Medium,East,12,Clothing,"Florida, Coastal",121.68399999999998,1,30,2020-04-21 10:38:08,10,25,Male,4,42
1800,Store_1800,Large,East,39,Electronics,"Illinois, Suburban",556.4399999999999,0,10,2025-04-27 19:29:59,11,45,Male,5,25
1454,Store_1454,Large,East,76,Accessories,"Illinois, Rural",106.10600000000001,0,30,2020-01-28 06:46:34,12,45,Female,3,249
1585,Store_1585,Small,East,62,Accessories,"Florida, Suburban",,,0,2023-07-04 13:00:08,7,,,,365
1875,Store_1875,Medium,East,48,Footwear,"Florida, Coastal",358.161,1,0,2023-02-18 07:44:47,5,35,Female,1,46
1570,Store_1570,Medium,North,42,Footwear,"Florida, Coastal",310.83900000000006,1,25,2023-04-16 03:47:00,7,35,Male,8,486
